ClassId,PlantName,W1_High_mean,W2_High_mean,W3_High_mean,W4_High_mean,W1_High_max,W2_High_max,W3_High_max,W4_High_max,W1_High_min,W2_High_min,W3_High_min,W4_High_min,W1_High_dif,W2_High_dif,W3_High_dif,W4_High_dif,W1_High_std,W2_High_std,W3_High_std,W4_High_std,W1_Low_mean,W2_Low_mean,W3_Low_mean,W4_Low_mean,W1_Low_max,W2_Low_max,W3_Low_max,W4_Low_max,W1_Low_min,W2_Low_min,W3_Low_min,W4_Low_min,W1_Low_dif,W2_Low_dif,W3_Low_dif,W4_Low_dif,W1_Low_std,W2_Low_std,W3_Low_std,W4_Low_std
A-3-09-B-2,몬스테라,15.43657548125633,15.238589904046723,15.211951364175558,15.187283236994217,45.3,45.3,45.3,45.3,15.1,15.1,15.1,15.1,30.199999999999996,30.199999999999996,30.199999999999996,30.199999999999996,2.3316391663278435,1.504889143094336,1.3960605208079075,1.2335260952519793,20.95694022289767,20.688151856487277,20.651986951364176,20.61849710982659,61.5,61.5,61.5,61.5,20.5,20.5,20.5,20.5,41.0,41.0,41.0,41.0,3.1654703913722386,2.0430614194327075,1.895313952090206,1.6746546326268594
A-3-09-B-2,몬스테라,15.436916835699792,15.238589904046723,15.211951364175558,15.187283236994217,45.3,45.3,45.3,45.3,15.1,15.1,15.1,15.1,30.199999999999996,30.199999999999996,30.199999999999996,30.199999999999996,2.3327977641246793,1.5048891430943359,1.3960605208079075,1.2335260952519793,20.95740365111562,20.688151856487277,20.651986951364176,20.61849710982659,61.5,61.5,61.5,61.5,20.5,20.5,20.5,20.5,41.0,41.0,41.0,41.0,3.1670433221560224,2.0430614194327075,1.8953139520902058,1.6746546326268594
A-3-09-B-2,몬스테라,15.436916835699792,15.238647746243737,15.211984574310291,15.187303422756706,45.3,45.3,45.3,45.3,15.1,15.1,15.1,15.1,30.199999999999996,30.199999999999996,30.199999999999996,30.199999999999996,2.3327977641246793,1.5052006183014977,1.3962663039167607,1.2336680427382747,20.95740365111562,20.688230383973288,20.65203203797093,20.618524514338574,61.5,61.5,61.5,61.5,20.5,20.5,20.5,20.5,41.0,41.0,41.0,41.0,3.1670433221560224,2.043484283124549,1.8955933265095097,1.674847342790373
A-3-09-B-2,몬스테라,15.437258883248727,15.238647746243737,15.211984574310291,15.187303422756706,45.3,45.3,45.3,45.3,15.1,15.1,15.1,15.1,30.199999999999996,30.199999999999996,30.199999999999996,30.199999999999996,2.3339580897740904,1.5052006183014977,1.3962663039167607,1.2336680427382747,20.95786802030457,20.688230383973288,20.65203203797093,20.618524514338574,61.5,61.5,61.5,61.5,20.5,20.5,20.5,20.5,41.0,41.0,41.0,41.0,3.1686185986999247,2.0434842831245494,1.8955933265095097,1.674847342790373
A-3-09-B-2,몬스테라,15.437258883248727,15.238705636743214,15.212017804154298,15.187323617857967,45.3,45.3,45.3,45.3,15.1,15.1,15.1,15.1,30.199999999999996,30.199999999999996,30.199999999999996,30.199999999999996,2.3339580897740904,1.5055122869740056,1.3964721780465597,1.2338100392379094,20.95786802030457,20.68830897703549,20.652077151335313,20.61855193152903,61.5,61.5,61.5,61.5,20.5,20.5,20.5,20.5,41.0,41.0,41.0,41.0,3.1686185986999247,2.0439074094680207,1.8958728245002967,1.6750401194951754
A-3-09-B-2,몬스테라,15.437601626016257,15.238705636743214,15.212017804154298,15.187323617857967,45.3,45.3,45.3,45.3,15.1,15.1,15.1,15.1,30.199999999999996,30.199999999999996,30.199999999999996,30.199999999999996,2.3351201475724057,1.5055122869740056,1.3964721780465597,1.2338100392379094,20.958333333333332,20.68830897703549,20.652077151335313,20.61855193152903,61.5,61.5,61.5,61.5,20.5,20.5,20.5,20.5,41.0,41.0,41.0,41.0,3.1701962268367097,2.0439074094680207,1.8958728245002967,1.6750401194951754
A-3-09-B-2,몬스테라,15.437601626016257,15.238763575605677,15.212051053725139,15.187343822304484,45.3,45.3,45.3,45.3,15.1,15.1,15.1,15.1,30.199999999999996,30.199999999999996,30.199999999999996,30.199999999999996,2.3351201475724057,1.5058241493122015,1.396678143264422,1.233952084779096,20.958333333333332,20.688387635756058,20.652122291481152,20.618579361406756,61.5,61.5,61.5,61.5,20.5,20.5,20.5,20.5,41.0,41.0,41.0,41.0,3.1701962268367097,2.0443307987351074,1.8961524461536854,1.6752329627795672
A-3-09-B-2,몬스테라,15.437945066124106,15.238763575605677,15.212051053725139,15.187343822304484,45.3,45.3,45.3,45.3,15.1,15.1,15.1,15.1,30.199999999999996,30.199999999999996,30.199999999999996,30.199999999999996,2.3362839418309145,1.5058241493122015,1.3966781432644217,1.233952084779096,20.9587995930824,20.688387635756058,20.652122291481152,20.618579361406756,61.5,61.5,61.5,61.5,20.5,20.5,20.5,20.5,41.0,41.0,41.0,41.0,3.1717762124194535,2.0443307987351074,1.8961524461536854,1.6752329627795672
A-3-09-B-2,몬스테라,15.437945066124106,15.238821562891768,15.212084323040376,15.187364036102752,45.3,45.3,45.3,45.3,15.1,15.1,15.1,15.1,30.199999999999996,30.199999999999996,30.199999999999996,30.199999999999996,2.336283941830914,1.506136205516716,1.3968841996375319,1.2340941793900686,20.9587995930824,20.6884663602173,20.652167458432302,20.61860680398056,61.5,61.5,61.5,61.5,20.5,20.5,20.5,20.5,41.0,41.0,41.0,41.0,3.171776212419453,2.0447544511981905,1.8964321915608873,1.6754258726818814
A-3-09-B-2,몬스테라,15.438289205702644,15.238821562891768,15.212084323040376,15.187364036102752,45.3,45.3,45.3,45.3,15.1,15.1,15.1,15.1,30.199999999999996,30.199999999999996,30.199999999999996,30.199999999999996,2.3374494768759355,1.5061362055167162,1.3968841996375319,1.2340941793900686,20.95926680244399,20.6884663602173,20.652167458432302,20.61860680398056,61.5,61.5,61.5,61.5,20.5,20.5,20.5,20.5,41.0,41.0,41.0,41.0,3.1733585613216344,2.0447544511981905,1.8964321915608873,1.6754258726818811
