ClassId,PlantName,W1_High_mean,W2_High_mean,W3_High_mean,W4_High_mean,W1_High_max,W2_High_max,W3_High_max,W4_High_max,W1_High_min,W2_High_min,W3_High_min,W4_High_min,W1_High_dif,W2_High_dif,W3_High_dif,W4_High_dif,W1_High_std,W2_High_std,W3_High_std,W4_High_std,W1_Low_mean,W2_Low_mean,W3_Low_mean,W4_Low_mean,W1_Low_max,W2_Low_max,W3_Low_max,W4_Low_max,W1_Low_min,W2_Low_min,W3_Low_min,W4_Low_min,W1_Low_dif,W2_Low_dif,W3_Low_dif,W4_Low_dif,W1_Low_std,W2_Low_std,W3_Low_std,W4_Low_std
A-2-07-L-1,스파티필럼,8.099999999999998,8.51057204923968,8.41195506820005,8.365913451289703,8.1,56.699999999999996,56.699999999999996,56.699999999999996,8.1,8.1,8.1,8.1,0.0,48.599999999999994,48.599999999999994,48.599999999999994,1.7770853023545537e-15,4.092764053903913,3.531290065411007,3.193344610241305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-07-L-1,스파티필럼,8.1,8.51057204923968,8.41195506820005,8.365913451289703,8.1,56.699999999999996,56.699999999999996,56.699999999999996,8.1,8.1,8.1,8.1,0.0,48.599999999999994,48.599999999999994,48.599999999999994,0.0,4.092764053903913,3.531290065411007,3.1933446102413043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-07-L-1,스파티필럼,8.1,8.51057204923968,8.41195506820005,8.365913451289703,8.1,56.699999999999996,56.699999999999996,56.699999999999996,8.1,8.1,8.1,8.1,0.0,48.599999999999994,48.599999999999994,48.599999999999994,0.0,4.092764053903913,3.531290065411007,3.193344610241305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-07-L-1,스파티필럼,8.1,8.51057204923968,8.41195506820005,8.365913451289703,8.1,56.699999999999996,56.699999999999996,56.699999999999996,8.1,8.1,8.1,8.1,0.0,48.599999999999994,48.599999999999994,48.599999999999994,0.0,4.092764053903913,3.531290065411007,3.193344610241305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-07-L-1,스파티필럼,8.099999999999998,8.51057204923968,8.41195506820005,8.365913451289703,8.1,56.699999999999996,56.699999999999996,56.699999999999996,8.1,8.1,8.1,8.1,0.0,48.599999999999994,48.599999999999994,48.599999999999994,1.7770829202968704e-15,4.092764053903913,3.531290065411007,3.193344610241305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-07-L-1,스파티필럼,8.099999999999998,8.51057204923968,8.41195506820005,8.365913451289703,8.1,56.699999999999996,56.699999999999996,56.699999999999996,8.1,8.1,8.1,8.1,0.0,48.599999999999994,48.599999999999994,48.599999999999994,1.7770823272146103e-15,4.092764053903913,3.531290065411007,3.193344610241305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-07-L-1,스파티필럼,8.1,8.51057204923968,8.41195506820005,8.365913451289703,8.1,56.699999999999996,56.699999999999996,56.699999999999996,8.1,8.1,8.1,8.1,0.0,48.599999999999994,48.599999999999994,48.599999999999994,0.0,4.092764053903913,3.531290065411007,3.1933446102413043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-07-L-1,스파티필럼,8.1,8.51057204923968,8.41195506820005,8.365913451289703,8.1,56.699999999999996,56.699999999999996,56.699999999999996,8.1,8.1,8.1,8.1,0.0,48.599999999999994,48.599999999999994,48.599999999999994,0.0,4.092764053903913,3.531290065411007,3.193344610241305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-07-L-1,스파티필럼,8.1,8.51057204923968,8.41195506820005,8.365913451289703,8.1,56.699999999999996,56.699999999999996,56.699999999999996,8.1,8.1,8.1,8.1,0.0,48.599999999999994,48.599999999999994,48.599999999999994,0.0,4.092764053903913,3.531290065411007,3.193344610241305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-07-L-1,스파티필럼,8.099999999999998,8.51057204923968,8.41195506820005,8.365913451289703,8.1,56.699999999999996,56.699999999999996,56.699999999999996,8.1,8.1,8.1,8.1,0.0,48.599999999999994,48.599999999999994,48.599999999999994,1.7770799645429242e-15,4.092764053903913,3.531290065411007,3.193344610241305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
