ClassId,PlantName,W1_High_mean,W2_High_mean,W3_High_mean,W4_High_mean,W1_High_max,W2_High_max,W3_High_max,W4_High_max,W1_High_min,W2_High_min,W3_High_min,W4_High_min,W1_High_dif,W2_High_dif,W3_High_dif,W4_High_dif,W1_High_std,W2_High_std,W3_High_std,W4_High_std,W1_Low_mean,W2_Low_mean,W3_Low_mean,W4_Low_mean,W1_Low_max,W2_Low_max,W3_Low_max,W4_Low_max,W1_Low_min,W2_Low_min,W3_Low_min,W4_Low_min,W1_Low_dif,W2_Low_dif,W3_Low_dif,W4_Low_dif,W1_Low_std,W2_Low_std,W3_Low_std,W4_Low_std
A-2-06-L-1,호접란,15.190239234449763,14.683273703041147,15.767378573889085,15.444034994697775,97.3,97.3,97.3,97.3,13.9,13.9,13.9,13.9,83.39999999999999,83.39999999999999,83.39999999999999,83.39999999999999,4.97978677090779,4.041027536531261,5.31064301881059,4.9511706328646525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-06-L-1,호접란,15.191475095785442,14.68362416107383,15.767378573889085,15.444444444444448,97.3,97.3,97.3,97.3,13.9,13.9,13.9,13.9,83.39999999999999,83.39999999999999,83.39999999999999,83.39999999999999,4.982013105297321,4.041897885375032,5.31064301881059,4.951763373478787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-06-L-1,호접란,15.192713326941519,14.683273703041147,15.767378573889085,15.444034994697775,97.3,97.3,97.3,97.3,13.9,13.9,13.9,13.9,83.39999999999999,83.39999999999999,83.39999999999999,83.39999999999999,4.984242407956434,4.041027536531261,5.31064301881059,4.951170632864653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-06-L-1,호접란,15.193953934740884,14.68362416107383,15.767378573889085,15.444444444444448,97.3,97.3,97.3,97.3,13.9,13.9,13.9,13.9,83.39999999999999,83.39999999999999,83.39999999999999,83.39999999999999,4.986474685432779,4.041897885375032,5.31064301881059,4.951763373478787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-06-L-1,호접란,15.195196926032663,14.683273703041147,15.767378573889085,15.444034994697775,97.3,97.3,97.3,97.3,13.9,13.9,13.9,13.9,83.39999999999999,83.39999999999999,83.39999999999999,83.39999999999999,4.988709944294039,4.041027536531261,5.31064301881059,4.9511706328646525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-06-L-1,호접란,15.19644230769231,14.68362416107383,15.767378573889085,15.444444444444448,97.3,97.3,97.3,97.3,13.9,13.9,13.9,13.9,83.39999999999999,83.39999999999999,83.39999999999999,83.39999999999999,4.990948191128017,4.041897885375032,5.31064301881059,4.951763373478787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-06-L-1,호접란,15.197690086621755,14.683273703041147,15.767378573889085,15.444034994697775,97.3,97.3,97.3,97.3,13.9,13.9,13.9,13.9,83.39999999999999,83.39999999999999,83.39999999999999,83.39999999999999,4.993189432542707,4.041027536531261,5.31064301881059,4.951170632864653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-06-L-1,호접란,15.198940269749523,14.68362416107383,15.767378573889085,15.444444444444448,97.3,97.3,97.3,97.3,13.9,13.9,13.9,13.9,83.39999999999999,83.39999999999999,83.39999999999999,83.39999999999999,4.995433675166375,4.041897885375032,5.31064301881059,4.951763373478787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-06-L-1,호접란,15.200192864030862,14.683273703041147,15.767378573889085,15.444034994697775,97.3,97.3,97.3,97.3,13.9,13.9,13.9,13.9,83.39999999999999,83.39999999999999,83.39999999999999,83.39999999999999,4.997680925647638,4.041027536531261,5.31064301881059,4.9511706328646525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-06-L-1,호접란,15.20144787644788,14.68362416107383,15.767378573889085,15.444444444444448,97.3,97.3,97.3,97.3,13.9,13.9,13.9,13.9,83.39999999999999,83.39999999999999,83.39999999999999,83.39999999999999,4.999931190655545,4.041897885375032,5.31064301881059,4.951763373478787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-2-06-L-1,호접란,15.202705314009666,14.683273703041147,15.767378573889085,15.444034994697777,97.3,97.3,97.3,97.3,13.9,13.9,13.9,13.9,83.39999999999999,83.39999999999999,83.39999999999999,83.39999999999999,5.002184476879652,4.041027536531261,5.31064301881059,4.9511706328646525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
